1438756826.096595,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756826.396485,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756826.696475,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756826.996557,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756827.296450,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756827.596460,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756827.896344,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756828.196521,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756828.496282,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756828.796589,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756829.096558,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756829.396517,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756829.696347,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756829.776487,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756830.078193,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756830.086410,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756830.387826,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756830.688590,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756830.987838,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756831.288028,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756831.587805,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756831.887706,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756832.187753,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756832.487876,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756832.787641,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756833.087749,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756833.387679,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756833.688630,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756833.987653,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756834.287726,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756834.587551,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756834.887843,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756835.187698,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756835.256208,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756835.316194,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756835.616235,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756835.916264,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756836.216161,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756836.516103,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756836.816138,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756837.116218,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756837.416197,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756837.716191,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756838.016196,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756838.316088,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756838.616241,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756838.916050,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756839.215980,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756839.515991,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756839.816089,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756840.115993,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756840.196151,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756840.325574,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756840.625662,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756840.925735,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756841.225695,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756841.525651,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756841.825558,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756842.125771,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756842.425572,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756842.725974,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756843.025778,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756843.325746,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756843.625715,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756843.925743,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756843.955694,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756844.256847,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756844.555738,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756844.856572,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756845.155828,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756845.456630,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756845.755789,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756846.056624,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756846.095796,12F85150,0043000060,0x0,0x43,0x0,0x0,0x60
1438756846.395947,12F85150,0043000060,0x0,0x43,0x0,0x0,0x60
1438756846.695844,12F85150,0043000060,0x0,0x43,0x0,0x0,0x60
1438756846.995767,12F85150,0043000060,0x0,0x43,0x0,0x0,0x60
1438756847.295786,12F85150,0043000060,0x0,0x43,0x0,0x0,0x60
1438756847.595661,12F85150,0043000060,0x0,0x43,0x0,0x0,0x60
1438756847.895589,12F85150,0043000060,0x0,0x43,0x0,0x0,0x60
1438756848.195702,12F85150,0043000060,0x0,0x43,0x0,0x0,0x60
1438756848.495565,12F85150,0043000060,0x0,0x43,0x0,0x0,0x60
1438756848.796004,12F85150,0043000060,0x0,0x43,0x0,0x0,0x60
1438756849.095743,12F85150,0043000060,0x0,0x43,0x0,0x0,0x60
1438756849.395582,12F85150,0043000060,0x0,0x43,0x0,0x0,0x60
1438756849.475721,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756849.505524,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756849.755579,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756849.795564,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756850.095641,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756850.125464,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756850.175647,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756850.477438,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756850.725439,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756850.915537,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756851.215611,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756851.515646,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756851.815553,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756852.115681,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756852.415706,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756852.715496,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756853.015528,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756853.315550,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756853.615807,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756853.725325,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756854.025114,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756854.076217,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756854.377335,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756854.677656,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756854.977429,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756855.277034,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756855.577618,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756855.877321,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756856.177293,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756856.477056,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756856.775972,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756857.035348,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756857.075855,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756857.377081,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756857.677145,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756857.977140,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756858.277073,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756858.577120,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756858.878105,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756859.177495,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756859.235355,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756859.304931,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756859.604954,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756859.905052,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756860.204992,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756860.505000,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756860.805132,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756861.104898,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756861.405367,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756861.705092,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756861.965109,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756862.035111,12F85150,0043000060,0x0,0x43,0x0,0x0,0x60
1438756862.335406,12F85150,0043000060,0x0,0x43,0x0,0x0,0x60
1438756862.635083,12F85150,0043000060,0x0,0x43,0x0,0x0,0x60
1438756862.935119,12F85150,0043000060,0x0,0x43,0x0,0x0,0x60
1438756863.235590,12F85150,0043000060,0x0,0x43,0x0,0x0,0x60
1438756863.535369,12F85150,0043000060,0x0,0x43,0x0,0x0,0x60
1438756863.835155,12F85150,0043000060,0x0,0x43,0x0,0x0,0x60
1438756864.035160,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756864.055152,12F85150,0103000060,0x1,0x3,0x0,0x0,0x60
1438756864.104809,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756864.124923,12F85150,0403000060,0x4,0x3,0x0,0x0,0x60
1438756864.175172,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756864.195083,12F85150,1003000060,0x10,0x3,0x0,0x0,0x60
1438756864.275086,12F85150,0003000060,0x0,0x3,0x0,0x0,0x60
1438756864.384953,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756864.687647,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756864.986668,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756865.286695,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756865.586790,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756865.886612,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756866.186619,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756866.486614,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756866.786574,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756867.086587,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756867.386474,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756867.687450,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756867.986657,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756868.286452,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756868.586527,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
1438756868.886340,12F85150,4003000060,0x40,0x3,0x0,0x0,0x60
